날짜,시간,co2,날짜,시간,ec,ph,w.t,날짜,시간,humid,날짜,시간,temp
2025-06-13,16:19:46,1529.000,2025-06-13,16:19:46,1005,600,168,2025-06-13,16:19:46,49.600,2025-06-13,16:19:46,22.500
2025-06-13,16:34:46,1597.000,2025-06-13,16:34:46,1007,620,168,2025-06-13,16:34:46,46.900,2025-06-13,16:34:46,22.400
2025-06-13,16:49:46,1642.000,2025-06-13,16:49:46,1070,470,168,2025-06-13,16:49:46,49.600,2025-06-13,16:49:46,21.900
2025-06-13,17:04:46,1786.000,2025-06-13,17:04:46,1014,530,168,2025-06-13,17:04:46,50.600,2025-06-13,17:04:46,21.800
2025-06-13,17:19:46,1792.000,2025-06-13,17:19:46,1009,580,168,2025-06-13,17:19:46,47.300,2025-06-13,17:19:46,21.900
2025-06-13,17:34:46,1751.000,2025-06-13,17:34:46,1007,610,168,2025-06-13,17:34:46,51.800,2025-06-13,17:34:46,21.900
2025-06-13,17:49:46,1633.000,2025-06-13,17:49:46,1006,620,168,2025-06-13,17:49:46,50.700,2025-06-13,17:49:46,22.200
2025-06-13,18:04:46,1575.000,2025-06-13,18:04:46,1038,480,168,2025-06-13,18:04:46,47.800,2025-06-13,18:04:46,22.100
2025-06-13,18:19:46,1542.000,2025-06-13,18:19:46,1024,510,168,2025-06-13,18:19:46,49.700,2025-06-13,18:19:46,21.700
2025-06-13,18:34:46,1486.000,2025-06-13,18:34:46,1007,580,168,2025-06-13,18:34:46,48.500,2025-06-13,18:34:46,21.800
2025-06-13,18:49:46,1419.000,2025-06-13,18:49:46,1009,610,168,2025-06-13,18:49:46,47.200,2025-06-13,18:49:46,21.900
2025-06-13,19:04:46,1339.000,2025-06-13,19:04:46,1007,610,168,2025-06-13,19:04:46,52.000,2025-06-13,19:04:46,21.600
2025-06-13,19:19:46,1263.000,2025-06-13,19:19:46,1027,450,168,2025-06-13,19:19:46,50.500,2025-06-13,19:19:46,22.000
2025-06-13,19:34:46,1192.000,2025-06-13,19:34:46,1036,430,168,2025-06-13,19:34:46,47.600,2025-06-13,19:34:46,22.200
2025-06-13,19:49:46,1142.000,2025-06-13,19:49:46,1011,470,168,2025-06-13,19:49:46,49.400,2025-06-13,19:49:46,21.500
2025-06-13,20:04:46,1083.000,2025-06-13,20:04:46,1009,530,168,2025-06-13,20:04:46,49.300,2025-06-13,20:04:46,21.700
2025-06-13,20:19:46,1046.000,2025-06-13,20:19:46,1008,580,168,2025-06-13,20:19:46,47.500,2025-06-13,20:19:46,21.900
2025-06-13,20:34:46,1003.000,2025-06-13,20:34:46,1008,590,168,2025-06-13,20:34:46,48.400,2025-06-13,20:34:46,21.600
2025-06-13,20:49:46,962.000,2025-06-13,20:49:46,1008,600,168,2025-06-13,20:49:46,49.100,2025-06-13,20:49:46,22.000
2025-06-13,21:04:46,928.000,2025-06-13,21:04:46,1008,610,168,2025-06-13,21:04:46,47.700,2025-06-13,21:04:46,22.000
2025-06-13,21:19:46,902.000,2025-06-13,21:19:46,1014,610,168,2025-06-13,21:19:46,49.400,2025-06-13,21:19:46,21.100
2025-06-13,21:34:46,888.000,2025-06-13,21:34:46,1043,440,168,2025-06-13,21:34:46,52.200,2025-06-13,21:34:46,20.800
2025-06-13,21:49:46,884.000,2025-06-13,21:49:46,1009,510,168,2025-06-13,21:49:46,49.000,2025-06-13,21:49:46,20.800
2025-06-13,22:04:46,896.000,2025-06-13,22:04:46,1011,570,167,2025-06-13,22:04:46,49.100,2025-06-13,22:04:46,20.400
2025-06-13,22:19:46,891.000,2025-06-13,22:19:46,1010,590,167,2025-06-13,22:19:46,51.400,2025-06-13,22:19:46,20.800
2025-06-13,22:34:46,900.000,2025-06-13,22:34:46,1011,600,166,2025-06-13,22:34:46,50.900,2025-06-13,22:34:46,21.000
2025-06-13,22:49:46,894.000,2025-06-13,22:49:46,1011,600,166,2025-06-13,22:49:46,51.500,2025-06-13,22:49:46,20.600
2025-06-13,23:04:46,880.000,2025-06-13,23:04:46,1011,610,166,2025-06-13,23:04:46,52.700,2025-06-13,23:04:46,20.700
2025-06-13,23:19:46,858.000,2025-06-13,23:19:46,1111,420,166,2025-06-13,23:19:46,52.200,2025-06-13,23:19:46,21.100
2025-06-13,23:34:46,837.000,2025-06-13,23:34:46,1009,460,166,2025-06-13,23:34:46,54.200,2025-06-13,23:34:46,20.900
2025-06-13,23:49:46,807.000,2025-06-13,23:49:46,1010,480,166,2025-06-13,23:49:46,51.400,2025-06-13,23:49:46,21.400
2025-06-14,00:04:46,783.000,2025-06-14,00:04:46,1010,530,166,2025-06-14,00:04:46,51.000,2025-06-14,00:04:46,21.300
2025-06-14,00:19:46,772.000,2025-06-14,00:19:46,1010,560,166,2025-06-14,00:19:46,49.900,2025-06-14,00:19:46,20.800
2025-06-14,00:34:46,747.000,2025-06-14,00:34:46,1010,590,166,2025-06-14,00:34:46,51.500,2025-06-14,00:34:46,20.400
2025-06-14,00:49:46,724.000,2025-06-14,00:49:46,1012,600,166,2025-06-14,00:49:46,48.300,2025-06-14,00:49:46,20.600
2025-06-14,01:04:46,711.000,2025-06-14,01:04:46,1010,610,166,2025-06-14,01:04:46,50.600,2025-06-14,01:04:46,20.100
2025-06-14,01:19:46,707.000,2025-06-14,01:19:46,1012,610,165,2025-06-14,01:19:46,51.000,2025-06-14,01:19:46,20.600
2025-06-14,01:34:46,687.000,2025-06-14,01:34:46,1012,570,165,2025-06-14,01:34:46,51.300,2025-06-14,01:34:46,20.800
2025-06-14,01:49:46,676.000,2025-06-14,01:49:46,1018,520,165,2025-06-14,01:49:46,51.800,2025-06-14,01:49:46,20.400
2025-06-14,02:04:46,663.000,2025-06-14,02:04:46,1012,580,165,2025-06-14,02:04:46,52.700,2025-06-14,02:04:46,20.400
2025-06-14,02:19:46,648.000,2025-06-14,02:19:46,1011,590,165,2025-06-14,02:19:46,49.000,2025-06-14,02:19:46,21.100
2025-06-14,02:34:46,638.000,2025-06-14,02:34:46,1012,600,164,2025-06-14,02:34:46,50.600,2025-06-14,02:34:46,21.100
2025-06-14,02:49:46,630.000,2025-06-14,02:49:46,1009,610,164,2025-06-14,02:49:46,51.700,2025-06-14,02:49:46,21.400
2025-06-14,03:04:46,621.000,2025-06-14,03:04:46,1009,610,165,2025-06-14,03:04:46,51.700,2025-06-14,03:04:46,21.400
2025-06-14,03:19:46,614.000,2025-06-14,03:19:46,1010,610,165,2025-06-14,03:19:46,51.200,2025-06-14,03:19:46,21.200
2025-06-14,03:34:46,608.000,2025-06-14,03:34:46,1011,610,165,2025-06-14,03:34:46,50.200,2025-06-14,03:34:46,20.700
2025-06-14,03:49:46,604.000,2025-06-14,03:49:46,1086,440,165,2025-06-14,03:49:46,51.800,2025-06-14,03:49:46,20.300
2025-06-14,04:04:46,594.000,2025-06-14,04:04:46,1010,490,165,2025-06-14,04:04:46,49.000,2025-06-14,04:04:46,20.400
2025-06-14,04:19:46,585.000,2025-06-14,04:19:46,1014,530,164,2025-06-14,04:19:46,50.400,2025-06-14,04:19:46,20.200
2025-06-14,04:34:46,577.000,2025-06-14,04:34:46,1012,580,164,2025-06-14,04:34:46,52.200,2025-06-14,04:34:46,20.500
2025-06-14,04:49:46,573.000,2025-06-14,04:49:46,1012,590,164,2025-06-14,04:49:46,51.400,2025-06-14,04:49:46,20.800
2025-06-14,05:04:46,571.000,2025-06-14,05:04:46,1012,590,164,2025-06-14,05:04:46,52.800,2025-06-14,05:04:46,20.600
2025-06-14,05:19:46,567.000,2025-06-14,05:19:46,1012,600,164,2025-06-14,05:19:46,51.600,2025-06-14,05:19:46,20.800
2025-06-14,05:34:46,560.000,2025-06-14,05:34:46,1011,600,164,2025-06-14,05:34:46,51.200,2025-06-14,05:34:46,20.900
2025-06-14,05:49:46,564.000,2025-06-14,05:49:46,1011,600,164,2025-06-14,05:49:46,51.900,2025-06-14,05:49:46,21.300
2025-06-14,06:04:46,554.000,2025-06-14,06:04:46,1012,610,164,2025-06-14,06:04:46,52.500,2025-06-14,06:04:46,21.000
2025-06-14,06:19:46,550.000,2025-06-14,06:19:46,1012,610,164,2025-06-14,06:19:46,52.500,2025-06-14,06:19:46,20.300
2025-06-14,06:34:46,551.000,2025-06-14,06:34:46,1014,530,164,2025-06-14,06:34:46,52.200,2025-06-14,06:34:46,20.100
2025-06-14,06:49:46,551.000,2025-06-14,06:49:46,1013,540,164,2025-06-14,06:49:46,49.100,2025-06-14,06:49:46,20.500
2025-06-14,07:04:46,556.000,2025-06-14,07:04:46,1012,580,164,2025-06-14,07:04:46,54.900,2025-06-14,07:04:46,20.500
2025-06-14,07:19:46,530.000,2025-06-14,07:19:46,1011,590,164,2025-06-14,07:19:46,53.200,2025-06-14,07:19:46,21.200
2025-06-14,07:34:46,507.000,2025-06-14,07:34:46,1012,590,164,2025-06-14,07:34:46,49.700,2025-06-14,07:34:46,21.900
2025-06-14,07:49:46,490.000,2025-06-14,07:49:46,1012,590,164,2025-06-14,07:49:46,49.700,2025-06-14,07:49:46,21.600
2025-06-14,08:04:46,473.000,2025-06-14,08:04:46,1013,590,164,2025-06-14,08:04:46,49.000,2025-06-14,08:04:46,21.400
2025-06-14,08:19:46,449.000,2025-06-14,08:19:46,1014,600,164,2025-06-14,08:19:46,51.000,2025-06-14,08:19:46,21.800
2025-06-14,08:34:46,452.000,2025-06-14,08:34:46,1014,600,164,2025-06-14,08:34:46,48.300,2025-06-14,08:34:46,21.400
2025-06-14,08:49:46,457.000,2025-06-14,08:49:46,1013,600,165,2025-06-14,08:49:46,50.000,2025-06-14,08:49:46,21.300
2025-06-14,09:04:46,453.000,2025-06-14,09:04:46,1013,610,165,2025-06-14,09:04:46,47.400,2025-06-14,09:04:46,22.000
2025-06-14,09:19:46,454.000,2025-06-14,09:19:46,1015,610,165,2025-06-14,09:19:46,48.100,2025-06-14,09:19:46,21.600
2025-06-14,09:34:46,447.000,2025-06-14,09:34:46,1014,610,165,2025-06-14,09:34:46,50.400,2025-06-14,09:34:46,21.600
2025-06-14,09:49:46,445.000,2025-06-14,09:49:46,1014,610,165,2025-06-14,09:49:46,48.000,2025-06-14,09:49:46,22.100
2025-06-14,10:04:46,443.000,2025-06-14,10:04:46,1012,610,165,2025-06-14,10:04:46,48.500,2025-06-14,10:04:46,22.100
2025-06-14,10:19:46,440.000,2025-06-14,10:19:46,1014,610,165,2025-06-14,10:19:46,49.400,2025-06-14,10:19:46,22.400
2025-06-14,10:34:46,434.000,2025-06-14,10:34:46,1014,600,165,2025-06-14,10:34:46,47.600,2025-06-14,10:34:46,22.500
2025-06-14,10:49:46,431.000,2025-06-14,10:49:46,1013,610,166,2025-06-14,10:49:46,49.000,2025-06-14,10:49:46,22.100
2025-06-14,11:04:46,419.000,2025-06-14,11:04:46,1044,530,166,2025-06-14,11:04:46,47.000,2025-06-14,11:04:46,22.500
2025-06-14,11:19:46,416.000,2025-06-14,11:19:46,1015,540,166,2025-06-14,11:19:46,50.300,2025-06-14,11:19:46,21.900
2025-06-14,11:34:46,407.000,2025-06-14,11:34:46,1016,550,167,2025-06-14,11:34:46,48.700,2025-06-14,11:34:46,22.100
2025-06-14,11:49:46,396.000,2025-06-14,11:49:46,1013,560,166,2025-06-14,11:49:46,50.500,2025-06-14,11:49:46,22.700
2025-06-14,12:04:46,389.000,2025-06-14,12:04:46,1013,580,167,2025-06-14,12:04:46,50.200,2025-06-14,12:04:46,22.800
2025-06-14,12:19:46,392.000,2025-06-14,12:19:46,1011,590,168,2025-06-14,12:19:46,48.700,2025-06-14,12:19:46,22.600
2025-06-14,12:34:46,381.000,2025-06-14,12:34:46,1012,590,168,2025-06-14,12:34:46,50.500,2025-06-14,12:34:46,22.900
2025-06-14,12:49:46,375.000,2025-06-14,12:49:46,1013,590,169,2025-06-14,12:49:46,47.900,2025-06-14,12:49:46,22.600
2025-06-14,13:04:46,376.000,2025-06-14,13:04:46,1012,590,169,2025-06-14,13:04:46,48.200,2025-06-14,13:04:46,22.500
2025-06-14,13:19:46,376.000,2025-06-14,13:19:46,1013,600,169,2025-06-14,13:19:46,49.000,2025-06-14,13:19:46,22.400
2025-06-14,13:34:46,369.000,2025-06-14,13:34:46,1014,600,169,2025-06-14,13:34:46,47.900,2025-06-14,13:34:46,22.500
2025-06-14,13:49:46,372.000,2025-06-14,13:49:46,1014,600,170,2025-06-14,13:49:46,47.500,2025-06-14,13:49:46,22.400
2025-06-14,14:04:46,370.000,2025-06-14,14:04:46,1012,600,170,2025-06-14,14:04:46,51.000,2025-06-14,14:04:46,22.600
2025-06-14,14:19:46,373.000,2025-06-14,14:19:46,1012,600,170,2025-06-14,14:19:46,47.800,2025-06-14,14:19:46,22.900
2025-06-14,14:34:46,383.000,2025-06-14,14:34:46,1013,600,170,2025-06-14,14:34:46,47.700,2025-06-14,14:34:46,23.200
2025-06-14,14:49:46,387.000,2025-06-14,14:49:46,1013,600,170,2025-06-14,14:49:46,47.800,2025-06-14,14:49:46,23.100
2025-06-14,15:04:46,390.000,2025-06-14,15:04:46,1011,600,171,2025-06-14,15:04:46,47.500,2025-06-14,15:04:46,23.100
2025-06-14,15:19:46,399.000,2025-06-14,15:19:46,1010,610,172,2025-06-14,15:19:46,48.700,2025-06-14,15:19:46,22.600
2025-06-14,15:34:46,390.000,2025-06-14,15:34:46,1010,600,172,2025-06-14,15:34:46,49.700,2025-06-14,15:34:46,22.900
2025-06-14,15:49:46,380.000,2025-06-14,15:49:46,1013,610,172,2025-06-14,15:49:46,47.200,2025-06-14,15:49:46,23.000
2025-06-14,16:04:46,382.000,2025-06-14,16:04:46,1014,610,172,2025-06-14,16:04:46,47.300,2025-06-14,16:04:46,22.700
2025-06-14,16:19:46,383.000,2025-06-14,16:19:46,1013,610,173,2025-06-14,16:19:46,48.900,2025-06-14,16:19:46,22.600
2025-06-14,16:34:46,373.000,2025-06-14,16:34:46,1039,530,173,2025-06-14,16:34:46,50.500,2025-06-14,16:34:46,22.500
2025-06-14,16:49:46,374.000,2025-06-14,16:49:46,1040,490,172,2025-06-14,16:49:46,47.700,2025-06-14,16:49:46,23.000
2025-06-14,17:04:46,369.000,2025-06-14,17:04:46,1013,510,173,2025-06-14,17:04:46,48.800,2025-06-14,17:04:46,22.900
2025-06-14,17:19:46,361.000,2025-06-14,17:19:46,1013,530,173,2025-06-14,17:19:46,48.100,2025-06-14,17:19:46,23.200
2025-06-14,17:34:46,360.000,2025-06-14,17:34:46,1012,550,173,2025-06-14,17:34:46,48.100,2025-06-14,17:34:46,23.100
2025-06-14,17:49:46,356.000,2025-06-14,17:49:46,1011,570,174,2025-06-14,17:49:46,49.800,2025-06-14,17:49:46,22.900
2025-06-14,18:04:46,343.000,2025-06-14,18:04:46,1011,580,174,2025-06-14,18:04:46,48.400,2025-06-14,18:04:46,23.300
2025-06-14,18:19:46,355.000,2025-06-14,18:19:46,1010,590,174,2025-06-14,18:19:46,48.300,2025-06-14,18:19:46,23.000
2025-06-14,18:34:46,354.000,2025-06-14,18:34:46,1009,590,175,2025-06-14,18:34:46,47.500,2025-06-14,18:34:46,22.900
2025-06-14,18:49:46,344.000,2025-06-14,18:49:46,1011,590,175,2025-06-14,18:49:46,50.500,2025-06-14,18:49:46,23.300
2025-06-14,19:04:46,351.000,2025-06-14,19:04:46,1009,600,176,2025-06-14,19:04:46,49.700,2025-06-14,19:04:46,22.200
2025-06-14,19:19:46,349.000,2025-06-14,19:19:46,1012,600,175,2025-06-14,19:19:46,52.200,2025-06-14,19:19:46,22.000
2025-06-14,19:34:46,342.000,2025-06-14,19:34:46,1011,600,176,2025-06-14,19:34:46,51.700,2025-06-14,19:34:46,22.100
2025-06-14,19:49:46,338.000,2025-06-14,19:49:46,1014,600,175,2025-06-14,19:49:46,52.100,2025-06-14,19:49:46,22.000
2025-06-14,20:04:46,339.000,2025-06-14,20:04:46,1013,610,175,2025-06-14,20:04:46,52.200,2025-06-14,20:04:46,22.000
2025-06-14,20:19:46,340.000,2025-06-14,20:19:46,1013,610,175,2025-06-14,20:19:46,47.800,2025-06-14,20:19:46,22.200
2025-06-14,20:34:46,338.000,2025-06-14,20:34:46,1310,610,175,2025-06-14,20:34:46,51.000,2025-06-14,20:34:46,22.000
2025-06-14,20:49:46,332.000,2025-06-14,20:49:46,1028,490,175,2025-06-14,20:49:46,52.100,2025-06-14,20:49:46,21.900
2025-06-14,21:04:46,329.000,2025-06-14,21:04:46,1016,500,174,2025-06-14,21:04:46,48.300,2025-06-14,21:04:46,22.000
2025-06-14,21:19:46,347.000,2025-06-14,21:19:46,1016,530,174,2025-06-14,21:19:46,51.300,2025-06-14,21:19:46,21.500
2025-06-14,21:34:46,360.000,2025-06-14,21:34:46,1018,550,173,2025-06-14,21:34:46,53.300,2025-06-14,21:34:46,21.100
2025-06-14,21:49:46,373.000,2025-06-14,21:49:46,1017,570,173,2025-06-14,21:49:46,48.300,2025-06-14,21:49:46,21.100
2025-06-14,22:04:46,385.000,2025-06-14,22:04:46,1018,580,172,2025-06-14,22:04:46,49.000,2025-06-14,22:04:46,20.900
2025-06-14,22:19:46,394.000,2025-06-14,22:19:46,1017,590,172,2025-06-14,22:19:46,52.300,2025-06-14,22:19:46,20.600
2025-06-14,22:34:46,409.000,2025-06-14,22:34:46,1019,590,171,2025-06-14,22:34:46,49.500,2025-06-14,22:34:46,20.800
2025-06-14,22:49:46,418.000,2025-06-14,22:49:46,1017,600,171,2025-06-14,22:49:46,50.000,2025-06-14,22:49:46,20.400
2025-06-14,23:04:46,423.000,2025-06-14,23:04:46,1019,600,170,2025-06-14,23:04:46,51.000,2025-06-14,23:04:46,20.400
2025-06-14,23:19:46,425.000,2025-06-14,23:19:46,1017,610,170,2025-06-14,23:19:46,51.700,2025-06-14,23:19:46,20.900
2025-06-14,23:34:46,432.000,2025-06-14,23:34:46,1018,610,169,2025-06-14,23:34:46,52.500,2025-06-14,23:34:46,20.600
2025-06-14,23:49:46,432.000,2025-06-14,23:49:46,1017,610,169,2025-06-14,23:49:46,52.000,2025-06-14,23:49:46,21.200
2025-06-15,00:04:46,440.000,2025-06-15,00:04:46,1020,510,169,2025-06-15,00:04:46,51.000,2025-06-15,00:04:46,21.300
2025-06-15,00:19:46,443.000,2025-06-15,00:19:46,1081,450,169,2025-06-15,00:19:46,51.300,2025-06-15,00:19:46,20.900
2025-06-15,00:34:46,441.000,2025-06-15,00:34:46,1020,480,169,2025-06-15,00:34:46,52.400,2025-06-15,00:34:46,20.900
2025-06-15,00:49:46,442.000,2025-06-15,00:49:46,1018,510,169,2025-06-15,00:49:46,51.100,2025-06-15,00:49:46,21.300
2025-06-15,01:04:46,445.000,2025-06-15,01:04:46,1017,540,169,2025-06-15,01:04:46,52.300,2025-06-15,01:04:46,20.700
2025-06-15,01:19:46,444.000,2025-06-15,01:19:46,1018,560,169,2025-06-15,01:19:46,51.400,2025-06-15,01:19:46,20.700
2025-06-15,01:34:46,447.000,2025-06-15,01:34:46,1019,570,169,2025-06-15,01:34:46,52.200,2025-06-15,01:34:46,20.700
2025-06-15,01:49:46,447.000,2025-06-15,01:49:46,1019,590,168,2025-06-15,01:49:46,53.500,2025-06-15,01:49:46,20.000
2025-06-15,02:04:46,446.000,2025-06-15,02:04:46,1021,590,168,2025-06-15,02:04:46,49.800,2025-06-15,02:04:46,20.300
2025-06-15,02:19:46,449.000,2025-06-15,02:19:46,1019,600,168,2025-06-15,02:19:46,48.400,2025-06-15,02:19:46,20.600
2025-06-15,02:34:46,450.000,2025-06-15,02:34:46,1019,600,167,2025-06-15,02:34:46,49.400,2025-06-15,02:34:46,20.700
2025-06-15,02:49:46,452.000,2025-06-15,02:49:46,1020,600,167,2025-06-15,02:49:46,50.800,2025-06-15,02:49:46,20.700
2025-06-15,03:04:46,443.000,2025-06-15,03:04:46,1019,610,167,2025-06-15,03:04:46,51.400,2025-06-15,03:04:46,21.200
2025-06-15,03:19:46,445.000,2025-06-15,03:19:46,1020,610,166,2025-06-15,03:19:46,50.500,2025-06-15,03:19:46,21.100
2025-06-15,03:34:46,445.000,2025-06-15,03:34:46,1039,610,166,2025-06-15,03:34:46,50.000,2025-06-15,03:34:46,20.900
2025-06-15,03:49:46,447.000,2025-06-15,03:49:46,1023,570,166,2025-06-15,03:49:46,51.600,2025-06-15,03:49:46,20.800
2025-06-15,04:04:46,450.000,2025-06-15,04:04:46,1021,570,166,2025-06-15,04:04:46,51.500,2025-06-15,04:04:46,21.000
2025-06-15,04:19:46,445.000,2025-06-15,04:19:46,1022,590,166,2025-06-15,04:19:46,46.400,2025-06-15,04:19:46,20.900
2025-06-15,04:34:46,448.000,2025-06-15,04:34:46,1021,590,166,2025-06-15,04:34:46,46.800,2025-06-15,04:34:46,20.900
2025-06-15,04:49:46,443.000,2025-06-15,04:49:46,1021,600,166,2025-06-15,04:49:46,50.200,2025-06-15,04:49:46,21.000
2025-06-15,05:04:46,445.000,2025-06-15,05:04:46,1021,600,166,2025-06-15,05:04:46,49.100,2025-06-15,05:04:46,21.000
2025-06-15,05:19:46,449.000,2025-06-15,05:19:46,1021,600,166,2025-06-15,05:19:46,50.300,2025-06-15,05:19:46,21.100
2025-06-15,05:34:46,451.000,2025-06-15,05:34:46,1024,600,165,2025-06-15,05:34:46,51.300,2025-06-15,05:34:46,20.600
2025-06-15,05:49:46,452.000,2025-06-15,05:49:46,1021,610,165,2025-06-15,05:49:46,49.000,2025-06-15,05:49:46,20.900
2025-06-15,06:04:46,451.000,2025-06-15,06:04:46,1021,610,166,2025-06-15,06:04:46,50.600,2025-06-15,06:04:46,21.100
2025-06-15,06:19:46,446.000,2025-06-15,06:19:46,1022,610,165,2025-06-15,06:19:46,50.900,2025-06-15,06:19:46,20.700
2025-06-15,06:34:46,449.000,2025-06-15,06:34:46,1228,560,166,2025-06-15,06:34:46,47.200,2025-06-15,06:34:46,21.200
2025-06-15,06:49:46,450.000,2025-06-15,06:49:46,1027,500,166,2025-06-15,06:49:46,45.500,2025-06-15,06:49:46,21.100
2025-06-15,07:04:46,442.000,2025-06-15,07:04:46,1027,520,165,2025-06-15,07:04:46,47.400,2025-06-15,07:04:46,20.600
2025-06-15,07:19:46,423.000,2025-06-15,07:19:46,1027,540,165,2025-06-15,07:19:46,48.200,2025-06-15,07:19:46,20.900
2025-06-15,07:34:46,404.000,2025-06-15,07:34:46,1026,550,165,2025-06-15,07:34:46,48.900,2025-06-15,07:34:46,21.800
2025-06-15,07:49:46,388.000,2025-06-15,07:49:46,1026,570,165,2025-06-15,07:49:46,45.700,2025-06-15,07:49:46,21.700
2025-06-15,08:04:46,377.000,2025-06-15,08:04:46,1026,570,165,2025-06-15,08:04:46,48.700,2025-06-15,08:04:46,21.900
2025-06-15,08:19:46,368.000,2025-06-15,08:19:46,1027,580,165,2025-06-15,08:19:46,46.200,2025-06-15,08:19:46,22.100
2025-06-15,08:34:46,364.000,2025-06-15,08:34:46,1026,590,165,2025-06-15,08:34:46,46.700,2025-06-15,08:34:46,21.800
2025-06-15,08:49:46,351.000,2025-06-15,08:49:46,1025,590,165,2025-06-15,08:49:46,47.400,2025-06-15,08:49:46,22.000
2025-06-15,09:04:46,344.000,2025-06-15,09:04:46,1027,600,165,2025-06-15,09:04:46,45.900,2025-06-15,09:04:46,22.400
2025-06-15,09:19:46,344.000,2025-06-15,09:19:46,1024,600,166,2025-06-15,09:19:46,46.500,2025-06-15,09:19:46,22.000
2025-06-15,09:34:46,341.000,2025-06-15,09:34:46,1026,600,166,2025-06-15,09:34:46,47.800,2025-06-15,09:34:46,22.400
2025-06-15,09:49:46,334.000,2025-06-15,09:49:46,1026,600,166,2025-06-15,09:49:46,45.700,2025-06-15,09:49:46,22.400
2025-06-15,10:04:46,337.000,2025-06-15,10:04:46,1028,600,166,2025-06-15,10:04:46,47.500,2025-06-15,10:04:46,22.100
2025-06-15,10:19:46,338.000,2025-06-15,10:19:46,1026,610,166,2025-06-15,10:19:46,47.700,2025-06-15,10:19:46,22.400
2025-06-15,10:34:46,337.000,2025-06-15,10:34:46,1025,610,167,2025-06-15,10:34:46,46.800,2025-06-15,10:34:46,22.400
2025-06-15,10:49:46,335.000,2025-06-15,10:49:46,1061,520,167,2025-06-15,10:49:46,47.000,2025-06-15,10:49:46,22.600
2025-06-15,11:04:46,328.000,2025-06-15,11:04:46,1038,520,167,2025-06-15,11:04:46,46.300,2025-06-15,11:04:46,22.600
2025-06-15,11:19:46,335.000,2025-06-15,11:19:46,1029,530,167,2025-06-15,11:19:46,48.000,2025-06-15,11:19:46,22.300
2025-06-15,11:34:46,332.000,2025-06-15,11:34:46,1027,550,168,2025-06-15,11:34:46,47.200,2025-06-15,11:34:46,22.300
2025-06-15,11:49:46,333.000,2025-06-15,11:49:46,1028,570,168,2025-06-15,11:49:46,47.800,2025-06-15,11:49:46,22.500
2025-06-15,12:04:46,327.000,2025-06-15,12:04:46,1028,580,168,2025-06-15,12:04:46,46.800,2025-06-15,12:04:46,22.800
2025-06-15,12:19:46,329.000,2025-06-15,12:19:46,1026,590,169,2025-06-15,12:19:46,44.300,2025-06-15,12:19:46,22.600
2025-06-15,12:34:46,326.000,2025-06-15,12:34:46,1026,590,169,2025-06-15,12:34:46,48.200,2025-06-15,12:34:46,22.700
2025-06-15,12:49:46,316.000,2025-06-15,12:49:46,1026,600,169,2025-06-15,12:49:46,46.900,2025-06-15,12:49:46,22.900
2025-06-15,13:04:46,321.000,2025-06-15,13:04:46,1027,600,170,2025-06-15,13:04:46,46.900,2025-06-15,13:04:46,22.600
2025-06-15,13:19:46,321.000,2025-06-15,13:19:46,1025,600,170,2025-06-15,13:19:46,47.900,2025-06-15,13:19:46,23.100
2025-06-15,13:34:46,316.000,2025-06-15,13:34:46,1027,600,170,2025-06-15,13:34:46,47.000,2025-06-15,13:34:46,23.100
2025-06-15,13:49:46,323.000,2025-06-15,13:49:46,1026,610,171,2025-06-15,13:49:46,45.400,2025-06-15,13:49:46,23.100
2025-06-15,14:04:46,320.000,2025-06-15,14:04:46,1025,610,171,2025-06-15,14:04:46,47.800,2025-06-15,14:04:46,23.100
2025-06-15,14:19:46,317.000,2025-06-15,14:19:46,1187,610,171,2025-06-15,14:19:46,47.400,2025-06-15,14:19:46,23.200
2025-06-15,14:34:46,325.000,2025-06-15,14:34:46,1046,490,172,2025-06-15,14:34:46,46.400,2025-06-15,14:34:46,23.200
2025-06-15,14:49:46,319.000,2025-06-15,14:49:46,1050,500,172,2025-06-15,14:49:46,48.500,2025-06-15,14:49:46,23.200
2025-06-15,15:04:46,310.000,2025-06-15,15:04:46,1032,530,172,2025-06-15,15:04:46,47.400,2025-06-15,15:04:46,23.400
2025-06-15,15:19:46,317.000,2025-06-15,15:19:46,1030,550,172,2025-06-15,15:19:46,47.200,2025-06-15,15:19:46,23.100
2025-06-15,15:34:46,316.000,2025-06-15,15:34:46,1029,570,173,2025-06-15,15:34:46,47.700,2025-06-15,15:34:46,23.000
2025-06-15,15:49:46,319.000,2025-06-15,15:49:46,1029,580,173,2025-06-15,15:49:46,46.300,2025-06-15,15:49:46,23.200
2025-06-15,16:04:46,328.000,2025-06-15,16:04:46,1029,590,173,2025-06-15,16:04:46,46.200,2025-06-15,16:04:46,22.900
2025-06-15,16:19:46,330.000,2025-06-15,16:19:46,1028,590,174,2025-06-15,16:19:46,47.200,2025-06-15,16:19:46,23.000
2025-06-15,16:34:46,330.000,2025-06-15,16:34:46,1028,600,174,2025-06-15,16:34:46,46.200,2025-06-15,16:34:46,23.000
2025-06-15,16:49:46,332.000,2025-06-15,16:49:46,1029,600,174,2025-06-15,16:49:46,46.400,2025-06-15,16:49:46,22.600
2025-06-15,17:04:46,329.000,2025-06-15,17:04:46,1028,610,174,2025-06-15,17:04:46,47.700,2025-06-15,17:04:46,22.700
