날짜,시간,co2,날짜,시간,ec,ph,w.t,날짜,시간,humid,날짜,시간,temp
2025-05-16,00:04:46,506.000,2025-05-16,00:04:46,1231,610,190,2025-05-16,00:04:46,78.600,2025-05-16,00:04:46,19.200
2025-05-16,00:19:46,509.000,2025-05-16,00:19:46,1231,600,190,2025-05-16,00:19:46,59.600,2025-05-16,00:19:46,18.700
2025-05-16,00:34:46,506.000,2025-05-16,00:34:46,1232,610,189,2025-05-16,00:34:46,78.300,2025-05-16,00:34:46,19.700
2025-05-16,00:49:46,515.000,2025-05-16,00:49:46,1232,600,189,2025-05-16,00:49:46,63.300,2025-05-16,00:49:46,18.600
2025-05-16,01:04:46,512.000,2025-05-16,01:04:46,1231,600,189,2025-05-16,01:04:46,66.600,2025-05-16,01:04:46,19.600
2025-05-16,01:19:46,505.000,2025-05-16,01:19:46,1233,620,188,2025-05-16,01:19:46,75.200,2025-05-16,01:19:46,18.700
2025-05-16,01:34:46,502.000,2025-05-16,01:34:46,1230,610,189,2025-05-16,01:34:46,62.200,2025-05-16,01:34:46,19.400
2025-05-16,01:49:46,500.000,2025-05-16,01:49:46,1233,620,189,2025-05-16,01:49:46,75.200,2025-05-16,01:49:46,18.700
2025-05-16,02:04:46,499.000,2025-05-16,02:04:46,1237,550,190,2025-05-16,02:04:46,63.500,2025-05-16,02:04:46,19.600
2025-05-16,02:19:46,490.000,2025-05-16,02:19:46,1236,570,190,2025-05-16,02:19:46,78.800,2025-05-16,02:19:46,19.700
2025-05-16,02:34:46,493.000,2025-05-16,02:34:46,1233,580,190,2025-05-16,02:34:46,61.000,2025-05-16,02:34:46,20.000
2025-05-16,02:49:46,491.000,2025-05-16,02:49:46,1234,570,190,2025-05-16,02:49:46,64.300,2025-05-16,02:49:46,19.900
2025-05-16,03:04:46,488.000,2025-05-16,03:04:46,1234,590,190,2025-05-16,03:04:46,67.800,2025-05-16,03:04:46,18.600
2025-05-16,03:19:46,483.000,2025-05-16,03:19:46,1234,580,190,2025-05-16,03:19:46,64.000,2025-05-16,03:19:46,19.400
2025-05-16,03:34:46,481.000,2025-05-16,03:34:46,1236,590,189,2025-05-16,03:34:46,77.700,2025-05-16,03:34:46,19.000
2025-05-16,03:49:46,479.000,2025-05-16,03:49:46,1236,580,189,2025-05-16,03:49:46,61.800,2025-05-16,03:49:46,18.900
2025-05-16,04:04:46,474.000,2025-05-16,04:04:46,1236,590,189,2025-05-16,04:04:46,79.400,2025-05-16,04:04:46,19.400
2025-05-16,04:19:46,477.000,2025-05-16,04:19:46,1235,600,189,2025-05-16,04:19:46,60.000,2025-05-16,04:19:46,18.700
2025-05-16,04:34:46,476.000,2025-05-16,04:34:46,1236,600,188,2025-05-16,04:34:46,79.100,2025-05-16,04:34:46,19.700
2025-05-16,04:49:46,483.000,2025-05-16,04:49:46,1236,600,188,2025-05-16,04:49:46,70.800,2025-05-16,04:49:46,18.700
2025-05-16,05:04:46,476.000,2025-05-16,05:04:46,1235,600,190,2025-05-16,05:04:46,67.500,2025-05-16,05:04:46,19.800
2025-05-16,05:19:46,478.000,2025-05-16,05:19:46,1235,600,190,2025-05-16,05:19:46,78.100,2025-05-16,05:19:46,19.200
2025-05-16,05:34:46,477.000,2025-05-16,05:34:46,1236,610,190,2025-05-16,05:34:46,62.200,2025-05-16,05:34:46,19.300
2025-05-16,05:49:46,474.000,2025-05-16,05:49:46,1234,600,190,2025-05-16,05:49:46,79.800,2025-05-16,05:49:46,19.700
2025-05-16,06:04:46,482.000,2025-05-16,06:04:46,1234,610,190,2025-05-16,06:04:46,60.500,2025-05-16,06:04:46,18.700
2025-05-16,06:19:46,473.000,2025-05-16,06:19:46,1236,610,189,2025-05-16,06:19:46,76.800,2025-05-16,06:19:46,19.900
2025-05-16,06:34:46,477.000,2025-05-16,06:34:46,1235,600,189,2025-05-16,06:34:46,78.300,2025-05-16,06:34:46,19.200
2025-05-16,06:49:46,475.000,2025-05-16,06:49:46,1236,620,190,2025-05-16,06:49:46,76.500,2025-05-16,06:49:46,20.600
2025-05-16,07:04:46,472.000,2025-05-16,07:04:46,1355,520,189,2025-05-16,07:04:46,76.600,2025-05-16,07:04:46,20.800
2025-05-16,07:19:46,476.000,2025-05-16,07:19:46,1242,520,189,2025-05-16,07:19:46,58.900,2025-05-16,07:19:46,19.200
2025-05-16,07:34:46,478.000,2025-05-16,07:34:46,1239,550,189,2025-05-16,07:34:46,66.900,2025-05-16,07:34:46,19.500
2025-05-16,07:49:46,473.000,2025-05-16,07:49:46,1240,570,189,2025-05-16,07:49:46,68.600,2025-05-16,07:49:46,19.300
2025-05-16,08:04:46,476.000,2025-05-16,08:04:46,1239,570,189,2025-05-16,08:04:46,68.800,2025-05-16,08:04:46,19.300
2025-05-16,08:19:46,475.000,2025-05-16,08:19:46,1239,580,189,2025-05-16,08:19:46,73.600,2025-05-16,08:19:46,19.500
2025-05-16,08:34:46,482.000,2025-05-16,08:34:46,1240,570,189,2025-05-16,08:34:46,76.700,2025-05-16,08:34:46,19.600
2025-05-16,08:49:46,515.000,2025-05-16,08:49:46,1240,580,189,2025-05-16,08:49:46,75.700,2025-05-16,08:49:46,19.400
2025-05-16,09:04:46,623.000,2025-05-16,09:04:46,1238,590,191,2025-05-16,09:04:46,62.400,2025-05-16,09:04:46,19.000
2025-05-16,09:19:46,634.000,2025-05-16,09:19:46,1239,590,191,2025-05-16,09:19:46,64.800,2025-05-16,09:19:46,19.400
2025-05-16,09:34:46,673.000,2025-05-16,09:34:46,1240,590,190,2025-05-16,09:34:46,75.900,2025-05-16,09:34:46,19.300
2025-05-16,09:49:46,747.000,2025-05-16,09:49:46,1239,590,190,2025-05-16,09:49:46,61.900,2025-05-16,09:49:46,19.100
2025-05-16,10:04:46,755.000,2025-05-16,10:04:46,1238,590,190,2025-05-16,10:04:46,68.600,2025-05-16,10:04:46,19.700
2025-05-16,10:19:46,798.000,2025-05-16,10:19:46,1240,590,190,2025-05-16,10:19:46,60.900,2025-05-16,10:19:46,18.900
2025-05-16,10:34:46,814.000,2025-05-16,10:34:46,1240,590,189,2025-05-16,10:34:46,65.900,2025-05-16,10:34:46,19.600
2025-05-16,10:49:46,845.000,2025-05-16,10:49:46,1239,590,189,2025-05-16,10:49:46,60.600,2025-05-16,10:49:46,18.900
2025-05-16,11:04:46,853.000,2025-05-16,11:04:46,1240,590,189,2025-05-16,11:04:46,69.600,2025-05-16,11:04:46,19.800
2025-05-16,11:19:46,862.000,2025-05-16,11:19:46,1239,600,189,2025-05-16,11:19:46,62.300,2025-05-16,11:19:46,19.500
2025-05-16,11:34:46,831.000,2025-05-16,11:34:46,1239,600,189,2025-05-16,11:34:46,68.100,2025-05-16,11:34:46,19.600
2025-05-16,11:49:46,842.000,2025-05-16,11:49:46,1239,600,189,2025-05-16,11:49:46,61.000,2025-05-16,11:49:46,19.000
2025-05-16,12:04:46,825.000,2025-05-16,12:04:46,1238,610,188,2025-05-16,12:04:46,63.000,2025-05-16,12:04:46,19.300
2025-05-16,12:19:46,838.000,2025-05-16,12:19:46,1241,610,188,2025-05-16,12:19:46,60.900,2025-05-16,12:19:46,19.000
2025-05-16,12:34:46,846.000,2025-05-16,12:34:46,1240,610,190,2025-05-16,12:34:46,63.700,2025-05-16,12:34:46,19.300
2025-05-16,12:49:46,854.000,2025-05-16,12:49:46,1240,610,190,2025-05-16,12:49:46,60.500,2025-05-16,12:49:46,18.800
2025-05-16,13:04:46,859.000,2025-05-16,13:04:46,1241,620,190,2025-05-16,13:04:46,63.000,2025-05-16,13:04:46,19.300
2025-05-16,13:19:46,874.000,2025-05-16,13:19:46,1242,610,189,2025-05-16,13:19:46,60.600,2025-05-16,13:19:46,18.800
2025-05-16,13:34:46,883.000,2025-05-16,13:34:46,1241,610,189,2025-05-16,13:34:46,62.400,2025-05-16,13:34:46,19.200
2025-05-16,13:49:46,898.000,2025-05-16,13:49:46,1244,560,188,2025-05-16,13:49:46,60.300,2025-05-16,13:49:46,18.800
2025-05-16,14:04:46,929.000,2025-05-16,14:04:46,1244,560,188,2025-05-16,14:04:46,62.400,2025-05-16,14:04:46,19.200
2025-05-16,14:19:46,938.000,2025-05-16,14:19:46,1243,580,188,2025-05-16,14:19:46,60.400,2025-05-16,14:19:46,19.200
2025-05-16,14:34:46,953.000,2025-05-16,14:34:46,1244,570,190,2025-05-16,14:34:46,62.200,2025-05-16,14:34:46,19.200
2025-05-16,14:49:46,978.000,2025-05-16,14:49:46,1244,590,190,2025-05-16,14:49:46,67.000,2025-05-16,14:49:46,18.900
2025-05-16,15:04:46,1025.000,2025-05-16,15:04:46,1246,590,189,2025-05-16,15:04:46,61.700,2025-05-16,15:04:46,19.100
2025-05-16,15:19:46,1319.000,2025-05-16,15:19:46,1244,590,189,2025-05-16,15:19:46,71.900,2025-05-16,15:19:46,19.800
2025-05-16,15:34:46,1506.000,2025-05-16,15:34:46,1244,590,189,2025-05-16,15:34:46,62.300,2025-05-16,15:34:46,20.400
2025-05-16,15:49:46,1508.000,2025-05-16,15:49:46,1243,590,189,2025-05-16,15:49:46,59.700,2025-05-16,15:49:46,20.400
2025-05-16,16:04:46,1416.000,2025-05-16,16:04:46,1242,580,189,2025-05-16,16:04:46,58.000,2025-05-16,16:04:46,19.500
2025-05-16,16:19:46,1827.000,2025-05-16,16:19:46,433,720,177,2025-05-16,16:19:46,60.100,2025-05-16,16:19:46,20.600
2025-05-16,16:34:46,1654.000,2025-05-16,16:34:46,1036,690,179,2025-05-16,16:34:46,58.000,2025-05-16,16:34:46,20.300
2025-05-16,16:49:46,1932.000,2025-05-16,16:49:46,745,710,185,2025-05-16,16:49:46,63.300,2025-05-16,16:49:46,20.600
2025-05-16,17:04:46,1694.000,2025-05-16,17:04:46,1010,700,187,2025-05-16,17:04:46,63.700,2025-05-16,17:04:46,20.200
2025-05-16,17:19:46,1649.000,2025-05-16,17:19:46,1016,690,188,2025-05-16,17:19:46,62.300,2025-05-16,17:19:46,19.300
2025-05-16,17:34:46,1575.000,2025-05-16,17:34:46,1165,690,189,2025-05-16,17:34:46,70.000,2025-05-16,17:34:46,19.700
2025-05-16,17:49:46,1431.000,2025-05-16,17:49:46,1055,650,188,2025-05-16,17:49:46,65.900,2025-05-16,17:49:46,19.600
2025-05-16,18:04:46,1384.000,2025-05-16,18:04:46,1033,650,188,2025-05-16,18:04:46,69.200,2025-05-16,18:04:46,19.100
2025-05-16,18:19:46,1315.000,2025-05-16,18:19:46,1041,660,189,2025-05-16,18:19:46,64.400,2025-05-16,18:19:46,19.400
2025-05-16,18:34:46,1251.000,2025-05-16,18:34:46,1143,670,188,2025-05-16,18:34:46,74.900,2025-05-16,18:34:46,19.700
2025-05-16,18:49:46,1187.000,2025-05-16,18:49:46,1075,640,188,2025-05-16,18:49:46,76.500,2025-05-16,18:49:46,19.500
2025-05-16,19:04:46,1130.000,2025-05-16,19:04:46,1102,660,188,2025-05-16,19:04:46,64.100,2025-05-16,19:04:46,19.200
2025-05-16,19:19:46,1073.000,2025-05-16,19:19:46,1095,590,188,2025-05-16,19:19:46,70.800,2025-05-16,19:19:46,19.700
2025-05-16,19:34:46,1014.000,2025-05-16,19:34:46,1074,660,189,2025-05-16,19:34:46,79.400,2025-05-16,19:34:46,19.800
2025-05-16,19:49:46,982.000,2025-05-16,19:49:46,1090,610,188,2025-05-16,19:49:46,71.300,2025-05-16,19:49:46,20.200
2025-05-16,20:04:46,962.000,2025-05-16,20:04:46,1083,630,188,2025-05-16,20:04:46,62.200,2025-05-16,20:04:46,19.200
2025-05-16,20:19:46,931.000,2025-05-16,20:19:46,1116,610,188,2025-05-16,20:19:46,63.800,2025-05-16,20:19:46,19.600
2025-05-16,20:34:46,921.000,2025-05-16,20:34:46,1109,630,189,2025-05-16,20:34:46,63.100,2025-05-16,20:34:46,18.700
2025-05-16,20:49:46,880.000,2025-05-16,20:49:46,1138,620,187,2025-05-16,20:49:46,67.200,2025-05-16,20:49:46,19.000
2025-05-16,21:04:46,813.000,2025-05-16,21:04:46,1098,640,188,2025-05-16,21:04:46,77.100,2025-05-16,21:04:46,18.800
2025-05-16,21:19:46,782.000,2025-05-16,21:19:46,1109,640,188,2025-05-16,21:19:46,70.900,2025-05-16,21:19:46,18.500
2025-05-16,21:34:46,750.000,2025-05-16,21:34:46,1167,500,188,2025-05-16,21:34:46,67.300,2025-05-16,21:34:46,18.900
2025-05-16,21:49:46,721.000,2025-05-16,21:49:46,1100,600,189,2025-05-16,21:49:46,69.300,2025-05-16,21:49:46,19.100
2025-05-16,22:04:46,672.000,2025-05-16,22:04:46,1141,640,188,2025-05-16,22:04:46,78.100,2025-05-16,22:04:46,18.900
2025-05-16,22:19:46,644.000,2025-05-16,22:19:46,1129,590,188,2025-05-16,22:19:46,81.600,2025-05-16,22:19:46,19.300
2025-05-16,22:34:46,627.000,2025-05-16,22:34:46,1106,630,188,2025-05-16,22:34:46,78.300,2025-05-16,22:34:46,19.100
2025-05-16,22:49:46,604.000,2025-05-16,22:49:46,1118,580,188,2025-05-16,22:49:46,69.500,2025-05-16,22:49:46,19.700
2025-05-16,23:04:46,596.000,2025-05-16,23:04:46,1113,620,189,2025-05-16,23:04:46,75.800,2025-05-16,23:04:46,19.600
2025-05-16,23:19:46,598.000,2025-05-16,23:19:46,1117,610,189,2025-05-16,23:19:46,68.200,2025-05-16,23:19:46,19.300
2025-05-16,23:34:46,593.000,2025-05-16,23:34:46,1117,530,189,2025-05-16,23:34:46,69.000,2025-05-16,23:34:46,19.100
2025-05-16,23:49:46,581.000,2025-05-16,23:49:46,1115,630,188,2025-05-16,23:49:46,80.400,2025-05-16,23:49:46,19.700
2025-05-17,00:04:46,583.000,2025-05-17,00:04:46,1119,610,188,2025-05-17,00:04:46,82.600,2025-05-17,00:04:46,20.000
2025-05-17,00:19:46,591.000,2025-05-17,00:19:46,1156,550,190,2025-05-17,00:19:46,62.500,2025-05-17,00:19:46,18.800
2025-05-17,00:34:46,581.000,2025-05-17,00:34:46,1120,620,189,2025-05-17,00:34:46,69.000,2025-05-17,00:34:46,19.700
2025-05-17,00:49:46,586.000,2025-05-17,00:49:46,1125,590,188,2025-05-17,00:49:46,63.500,2025-05-17,00:49:46,18.500
2025-05-17,01:04:46,582.000,2025-05-17,01:04:46,1155,630,188,2025-05-17,01:04:46,65.400,2025-05-17,01:04:46,19.100
2025-05-17,01:19:46,571.000,2025-05-17,01:19:46,1136,560,189,2025-05-17,01:19:46,67.300,2025-05-17,01:19:46,19.400
2025-05-17,01:34:46,568.000,2025-05-17,01:34:46,1129,620,188,2025-05-17,01:34:46,77.600,2025-05-17,01:34:46,18.700
2025-05-17,01:49:46,567.000,2025-05-17,01:49:46,1149,510,188,2025-05-17,01:49:46,66.600,2025-05-17,01:49:46,19.400
2025-05-17,02:04:46,561.000,2025-05-17,02:04:46,1134,560,190,2025-05-17,02:04:46,82.400,2025-05-17,02:04:46,19.800
2025-05-17,02:19:46,565.000,2025-05-17,02:19:46,1135,600,189,2025-05-17,02:19:46,75.400,2025-05-17,02:19:46,18.900
2025-05-17,02:34:46,550.000,2025-05-17,02:34:46,1204,620,188,2025-05-17,02:34:46,65.200,2025-05-17,02:34:46,19.100
2025-05-17,02:49:46,539.000,2025-05-17,02:49:46,1136,600,188,2025-05-17,02:49:46,80.900,2025-05-17,02:49:46,19.800
2025-05-17,03:04:46,530.000,2025-05-17,03:04:46,1140,620,189,2025-05-17,03:04:46,82.400,2025-05-17,03:04:46,19.700
2025-05-17,03:19:46,523.000,2025-05-17,03:19:46,1151,580,189,2025-05-17,03:19:46,76.700,2025-05-17,03:19:46,19.200
2025-05-17,03:34:46,521.000,2025-05-17,03:34:46,1140,630,189,2025-05-17,03:34:46,65.700,2025-05-17,03:34:46,19.200
2025-05-17,03:49:46,515.000,2025-05-17,03:49:46,1188,570,188,2025-05-17,03:49:46,70.200,2025-05-17,03:49:46,19.600
2025-05-17,04:04:46,501.000,2025-05-17,04:04:46,1142,550,188,2025-05-17,04:04:46,82.500,2025-05-17,04:04:46,19.600
2025-05-17,04:19:46,503.000,2025-05-17,04:19:46,1148,610,190,2025-05-17,04:19:46,63.600,2025-05-17,04:19:46,18.800
2025-05-17,04:34:46,495.000,2025-05-17,04:34:46,1199,630,189,2025-05-17,04:34:46,80.000,2025-05-17,04:34:46,18.900
2025-05-17,04:49:46,493.000,2025-05-17,04:49:46,1181,560,188,2025-05-17,04:49:46,78.600,2025-05-17,04:49:46,20.600
2025-05-17,05:04:46,488.000,2025-05-17,05:04:46,1151,560,189,2025-05-17,05:04:46,62.200,2025-05-17,05:04:46,19.500
2025-05-17,05:19:46,481.000,2025-05-17,05:19:46,1153,610,189,2025-05-17,05:19:46,81.100,2025-05-17,05:19:46,19.800
2025-05-17,05:34:46,480.000,2025-05-17,05:34:46,1164,550,188,2025-05-17,05:34:46,79.300,2025-05-17,05:34:46,19.100
2025-05-17,05:49:46,475.000,2025-05-17,05:49:46,1157,600,188,2025-05-17,05:49:46,68.700,2025-05-17,05:49:46,18.900
2025-05-17,06:04:46,469.000,2025-05-17,06:04:46,1158,620,190,2025-05-17,06:04:46,66.500,2025-05-17,06:04:46,19.200
2025-05-17,06:19:46,464.000,2025-05-17,06:19:46,1159,590,189,2025-05-17,06:19:46,82.600,2025-05-17,06:19:46,19.600
2025-05-17,06:34:46,464.000,2025-05-17,06:34:46,1159,620,188,2025-05-17,06:34:46,64.500,2025-05-17,06:34:46,18.800
2025-05-17,06:49:46,456.000,2025-05-17,06:49:46,1162,620,188,2025-05-17,06:49:46,82.400,2025-05-17,06:49:46,20.100
2025-05-17,07:04:46,463.000,2025-05-17,07:04:46,1165,600,190,2025-05-17,07:04:46,78.100,2025-05-17,07:04:46,19.100
2025-05-17,07:19:46,459.000,2025-05-17,07:19:46,1165,620,189,2025-05-17,07:19:46,78.500,2025-05-17,07:19:46,19.600
2025-05-17,07:34:46,0.000,2025-05-17,07:34:46,1204,550,189,2025-05-17,07:34:46,80.900,2025-05-17,07:34:46,19.700
2025-05-17,07:49:46,464.000,2025-05-17,07:49:46,1167,580,188,2025-05-17,07:49:46,76.500,2025-05-17,07:49:46,18.800
2025-05-17,08:04:46,460.000,2025-05-17,08:04:46,1171,620,189,2025-05-17,08:04:46,79.900,2025-05-17,08:04:46,19.200
2025-05-17,08:19:46,459.000,2025-05-17,08:19:46,1177,570,189,2025-05-17,08:19:46,69.300,2025-05-17,08:19:46,18.900
2025-05-17,08:34:46,458.000,2025-05-17,08:34:46,1170,590,188,2025-05-17,08:34:46,67.200,2025-05-17,08:34:46,19.200
2025-05-17,08:49:46,461.000,2025-05-17,08:49:46,1174,620,188,2025-05-17,08:49:46,77.900,2025-05-17,08:49:46,19.900
2025-05-17,09:04:46,462.000,2025-05-17,09:04:46,1177,600,189,2025-05-17,09:04:46,68.800,2025-05-17,09:04:46,19.800
2025-05-17,09:19:46,466.000,2025-05-17,09:19:46,1173,600,190,2025-05-17,09:19:46,67.500,2025-05-17,09:19:46,20.200
2025-05-17,09:34:46,451.000,2025-05-17,09:34:46,1176,620,189,2025-05-17,09:34:46,77.400,2025-05-17,09:34:46,19.700
2025-05-17,09:49:46,465.000,2025-05-17,09:49:46,1175,600,189,2025-05-17,09:49:46,65.500,2025-05-17,09:49:46,19.000
2025-05-17,10:04:46,467.000,2025-05-17,10:04:46,1179,620,188,2025-05-17,10:04:46,64.900,2025-05-17,10:04:46,18.700
2025-05-17,10:19:46,460.000,2025-05-17,10:19:46,1178,560,188,2025-05-17,10:19:46,74.000,2025-05-17,10:19:46,19.300
2025-05-17,10:34:46,462.000,2025-05-17,10:34:46,1182,600,189,2025-05-17,10:34:46,65.600,2025-05-17,10:34:46,18.600
2025-05-17,10:49:46,458.000,2025-05-17,10:49:46,1183,610,188,2025-05-17,10:49:46,66.800,2025-05-17,10:49:46,19.000
2025-05-17,11:04:46,453.000,2025-05-17,11:04:46,1194,530,187,2025-05-17,11:04:46,69.300,2025-05-17,11:04:46,19.100
2025-05-17,11:19:46,455.000,2025-05-17,11:19:46,1185,550,188,2025-05-17,11:19:46,76.000,2025-05-17,11:19:46,18.900
2025-05-17,11:34:46,459.000,2025-05-17,11:34:46,1189,580,188,2025-05-17,11:34:46,66.000,2025-05-17,11:34:46,18.800
2025-05-17,11:49:46,456.000,2025-05-17,11:49:46,1187,610,188,2025-05-17,11:49:46,65.200,2025-05-17,11:49:46,18.500
2025-05-17,12:04:46,462.000,2025-05-17,12:04:46,1205,590,188,2025-05-17,12:04:46,66.700,2025-05-17,12:04:46,18.700
2025-05-17,12:19:46,464.000,2025-05-17,12:19:46,1189,580,189,2025-05-17,12:19:46,65.000,2025-05-17,12:19:46,18.400
2025-05-17,12:34:46,470.000,2025-05-17,12:34:46,1192,600,187,2025-05-17,12:34:46,64.900,2025-05-17,12:34:46,18.300
2025-05-17,12:49:46,477.000,2025-05-17,12:49:46,1208,620,187,2025-05-17,12:49:46,65.200,2025-05-17,12:49:46,18.200
2025-05-17,13:04:46,480.000,2025-05-17,13:04:46,1192,580,188,2025-05-17,13:04:46,64.900,2025-05-17,13:04:46,18.000
2025-05-17,13:19:46,476.000,2025-05-17,13:19:46,1194,610,187,2025-05-17,13:19:46,67.800,2025-05-17,13:19:46,18.600
2025-05-17,13:34:46,477.000,2025-05-17,13:34:46,1195,610,188,2025-05-17,13:34:46,66.200,2025-05-17,13:34:46,18.500
2025-05-17,13:49:46,476.000,2025-05-17,13:49:46,1194,580,188,2025-05-17,13:49:46,64.400,2025-05-17,13:49:46,18.700
2025-05-17,14:04:46,468.000,2025-05-17,14:04:46,1197,610,187,2025-05-17,14:04:46,64.300,2025-05-17,14:04:46,18.500
2025-05-17,14:19:46,457.000,2025-05-17,14:19:46,1285,620,188,2025-05-17,14:19:46,66.900,2025-05-17,14:19:46,18.800
2025-05-17,14:34:46,459.000,2025-05-17,14:34:46,1200,590,187,2025-05-17,14:34:46,64.800,2025-05-17,14:34:46,18.500
2025-05-17,14:49:46,460.000,2025-05-17,14:49:46,1203,610,188,2025-05-17,14:49:46,65.500,2025-05-17,14:49:46,18.500
2025-05-17,15:04:46,456.000,2025-05-17,15:04:46,1240,530,188,2025-05-17,15:04:46,66.400,2025-05-17,15:04:46,18.700
2025-05-17,15:19:46,443.000,2025-05-17,15:19:46,1205,550,187,2025-05-17,15:19:46,77.400,2025-05-17,15:19:46,18.800
2025-05-17,15:34:46,443.000,2025-05-17,15:34:46,1207,590,188,2025-05-17,15:34:46,77.600,2025-05-17,15:34:46,18.900
2025-05-17,15:49:46,440.000,2025-05-17,15:49:46,1208,610,188,2025-05-17,15:49:46,79.000,2025-05-17,15:49:46,19.500
2025-05-17,16:04:46,440.000,2025-05-17,16:04:46,1245,580,187,2025-05-17,16:04:46,72.100,2025-05-17,16:04:46,18.700
2025-05-17,16:19:46,437.000,2025-05-17,16:19:46,1209,570,188,2025-05-17,16:19:46,63.700,2025-05-17,16:19:46,18.600
2025-05-17,16:34:46,434.000,2025-05-17,16:34:46,1211,600,188,2025-05-17,16:34:46,70.400,2025-05-17,16:34:46,19.400
2025-05-17,16:49:46,440.000,2025-05-17,16:49:46,1212,610,187,2025-05-17,16:49:46,66.000,2025-05-17,16:49:46,18.400
2025-05-17,17:04:46,435.000,2025-05-17,17:04:46,1212,610,188,2025-05-17,17:04:46,64.100,2025-05-17,17:04:46,18.600
2025-05-17,17:19:46,433.000,2025-05-17,17:19:46,1229,610,188,2025-05-17,17:19:46,65.400,2025-05-17,17:19:46,18.800
2025-05-17,17:34:46,430.000,2025-05-17,17:34:46,1214,550,187,2025-05-17,17:34:46,78.700,2025-05-17,17:34:46,19.900
2025-05-17,17:49:46,430.000,2025-05-17,17:49:46,1214,590,189,2025-05-17,17:49:46,63.100,2025-05-17,17:49:46,18.500
2025-05-17,18:04:46,428.000,2025-05-17,18:04:46,1215,610,188,2025-05-17,18:04:46,72.500,2025-05-17,18:04:46,18.300
2025-05-17,18:19:46,427.000,2025-05-17,18:19:46,1299,620,187,2025-05-17,18:19:46,64.200,2025-05-17,18:19:46,18.600
2025-05-17,18:34:46,430.000,2025-05-17,18:34:46,1219,560,187,2025-05-17,18:34:46,64.200,2025-05-17,18:34:46,17.900
2025-05-17,18:49:46,425.000,2025-05-17,18:49:46,1220,600,188,2025-05-17,18:49:46,65.900,2025-05-17,18:49:46,18.600
2025-05-17,19:04:46,421.000,2025-05-17,19:04:46,1221,610,187,2025-05-17,19:04:46,80.400,2025-05-17,19:04:46,19.300
2025-05-17,19:19:46,418.000,2025-05-17,19:19:46,1221,590,188,2025-05-17,19:19:46,79.500,2025-05-17,19:19:46,19.100
2025-05-17,19:34:46,417.000,2025-05-17,19:34:46,1222,600,188,2025-05-17,19:34:46,63.600,2025-05-17,19:34:46,19.000
2025-05-17,19:49:46,417.000,2025-05-17,19:49:46,1252,620,187,2025-05-17,19:49:46,65.900,2025-05-17,19:49:46,19.200
2025-05-17,20:04:46,417.000,2025-05-17,20:04:46,1221,590,189,2025-05-17,20:04:46,66.100,2025-05-17,20:04:46,19.400
2025-05-17,20:19:46,419.000,2025-05-17,20:19:46,1222,610,189,2025-05-17,20:19:46,69.000,2025-05-17,20:19:46,19.300
2025-05-17,20:34:46,411.000,2025-05-17,20:34:46,1229,620,188,2025-05-17,20:34:46,82.000,2025-05-17,20:34:46,19.700
2025-05-17,20:49:46,416.000,2025-05-17,20:49:46,1237,520,188,2025-05-17,20:49:46,63.700,2025-05-17,20:49:46,19.200
2025-05-17,21:04:46,415.000,2025-05-17,21:04:46,1227,550,189,2025-05-17,21:04:46,77.200,2025-05-17,21:04:46,18.600
2025-05-17,21:19:46,415.000,2025-05-17,21:19:46,1227,580,188,2025-05-17,21:19:46,63.600,2025-05-17,21:19:46,18.800
2025-05-17,21:34:46,409.000,2025-05-17,21:34:46,1230,600,187,2025-05-17,21:34:46,80.800,2025-05-17,21:34:46,19.700
2025-05-17,21:49:46,410.000,2025-05-17,21:49:46,1227,610,189,2025-05-17,21:49:46,79.400,2025-05-17,21:49:46,19.700
2025-05-17,22:04:46,409.000,2025-05-17,22:04:46,1231,600,190,2025-05-17,22:04:46,77.800,2025-05-17,22:04:46,20.800
2025-05-17,22:19:46,409.000,2025-05-17,22:19:46,1231,610,189,2025-05-17,22:19:46,79.400,2025-05-17,22:19:46,20.700
2025-05-17,22:34:46,413.000,2025-05-17,22:34:46,1255,610,189,2025-05-17,22:34:46,62.100,2025-05-17,22:34:46,19.200
2025-05-17,22:49:46,408.000,2025-05-17,22:49:46,1230,600,189,2025-05-17,22:49:46,66.200,2025-05-17,22:49:46,19.600
2025-05-17,23:04:46,409.000,2025-05-17,23:04:46,1232,610,188,2025-05-17,23:04:46,81.800,2025-05-17,23:04:46,19.700
2025-05-17,23:19:46,407.000,2025-05-17,23:19:46,1282,600,188,2025-05-17,23:19:46,76.200,2025-05-17,23:19:46,20.800
2025-05-17,23:34:46,408.000,2025-05-17,23:34:46,1232,560,189,2025-05-17,23:34:46,80.700,2025-05-17,23:34:46,20.000
2025-05-17,23:49:46,405.000,2025-05-17,23:49:46,1236,600,190,2025-05-17,23:49:46,72.400,2025-05-17,23:49:46,19.300
2025-05-18,00:04:46,409.000,2025-05-18,00:04:46,1236,610,190,2025-05-18,00:04:46,80.500,2025-05-18,00:04:46,20.400
2025-05-18,00:19:46,407.000,2025-05-18,00:19:46,1247,590,189,2025-05-18,00:19:46,80.700,2025-05-18,00:19:46,19.700
2025-05-18,00:34:46,404.000,2025-05-18,00:34:46,1236,590,189,2025-05-18,00:34:46,78.500,2025-05-18,00:34:46,20.800
2025-05-18,00:49:46,409.000,2025-05-18,00:49:46,1239,610,189,2025-05-18,00:49:46,59.300,2025-05-18,00:49:46,19.600
